,2016/5/9,2016/5/16,2016/5/23,2016/5/30,2016/6/6,2016/6/13,2016/6/20,2016/6/27,2016/7/4,2016/7/11,2016/7/18,2016/7/25,2016/8/1,2016/8/8,2016/8/15,2016/8/22,2016/8/29,2016/9/5,2016/9/12,2016/9/19,2016/9/26,2016/10/3,2016/10/10,2016/10/17,2016/10/24,2016/10/31,2016/11/7,2016/11/14,2016/11/21,2016/11/28,2016/12/5,2016/12/12,2016/12/19,2016/12/26,2017/1/2,2017/1/9,2017/1/16,2017/1/23,2017/1/30,2017/2/6,2017/2/13,2017/2/20,2017/2/27,2017/3/6,2017/3/13,2017/3/20,2017/3/27,2017/4/3,2017/4/10,2017/4/17,2017/4/24,2017/5/1,2017/5/8,2017/5/15,2017/5/22,2017/5/29,2017/6/5,2017/6/12,2017/6/19,2017/6/26,2017/7/3,2017/7/10,2017/7/17,2017/7/24,2017/7/31,2017/8/7,2017/8/14,2017/8/21,2017/8/28,2017/9/4,2017/9/11,2017/9/18,2017/9/25,2017/10/2,2017/10/9,2017/10/16,2017/10/23,2017/10/30,2017/11/6,2017/11/13,2017/11/20,2017/11/27,2017/12/4,2017/12/11,2017/12/18,2017/12/25,2018/1/1,2018/1/8,2018/1/15,2018/1/22,2018/1/29,2018/2/5,2018/2/12,2018/2/19,2018/2/26,2018/3/5,2018/3/12,2018/3/19,2018/3/26,2018/4/2,2018/4/9,2018/4/16,2018/4/23,2018/4/30,2018/5/7,2018/5/14,2018/5/21,2018/5/28,2018/6/4,2018/6/11,2018/6/18,2018/6/25,2018/7/2,2018/7/9,2018/7/16,2018/7/23,2018/7/30,2018/8/6,2018/8/13,2018/8/20,2018/8/27,2018/9/3,2018/9/10,2018/9/17,2018/9/24,2018/10/1,2018/10/8,2018/10/15,2018/10/22,2018/10/29,2018/11/5,2018/11/12,2018/11/19,2018/11/26,2018/12/3,2018/12/10,2018/12/17,2018/12/24,2018/12/31,2019/1/7,2019/1/14,2019/1/21,2019/1/28,2019/2/4,2019/2/11,2019/2/18,2019/2/25,2019/3/4,2019/3/11,2019/3/18,2019/3/25,2019/4/1,2019/4/8,2019/4/15,2019/4/22,2019/4/29,2019/5/6,2019/5/13
UBIO,21.17,23.67,26.91,28.559999,24.316999,21.43,19.440001,22.51,24.610001,25.01,27.280001,29.76,32.290001,30.620001,29.93,28.200001,26.860001,26.25,29.879999,31.886999,29.030001,27.43,22.33,22.700001,20.959999,18.77,27.34,26.43,26.32,22.530001,22.18,22.83,22.860001,21.110001,24.719999,24.58,22.84,22.969999,25.17,25.559999,28.280001,26.84,30.5,29.940001,28.219999,26.85,27.67,26.870001,26.9,25.99,28.709999,28.25,27.290001,26.629999,25.99,27.969999,27.41,27,35.349998,31.85,32.490002,33.720001,36.389999,35.34,33.25,30.35,29.58,31.6,39.529999,38.889999,38.119999,37.52,38.669998,40.970001,39.560001,37.900002,32.73,32.919998,31.461,31.030001,31.41,32.630001,33.169998,33.439999,33.880001,33.639999,36.509998,38.599998,38.560001,45,38.360001,31.75,35.93,36.150002,34.93,39.400002,37.939999,30.75,31.83,26.75,30.59,29.700001,30.190001,27.309999,30.73,31.75,31.43,33.389999,33.759998,34.59,35.450001,33.169998,39.174,41.349998,41.189999,38.16,39.720001,39.421001,38.779999,39.98,44.75,39.970001,40.049999,40.740002,44.189999,38.400002,33.200001,32.889999,26.209999,29.559999,29.040001,26.747999,25.379999,29.67,25.26,24.040001,16.75,18.91,23.77,28.389999,29.4,28.370001,28.969999,26.969999,30.07,29.110001,32.490002,27.239,31.459999,26.68,29.280001,31.73,28.450001,23.639999,25.49,25.82,23.700001,21.25
ZBIO,72.612587,63.723289,55.593079,51.937477,60.167572,67.818359,72.912224,60.706921,54.87394,53.835194,48.941086,44.366592,40.850826,42.748539,43.507629,45.485245,47.722549,48.201973,41.689816,38.973087,42.209187,44.426517,53.275867,52.117264,56.312214,61.725697,38.653473,39.712193,39.542397,45.884766,46.1045,44.586327,44.306667,47.92231,40.351429,40.111713,42.948299,42.428925,38.313877,37.774525,33.939144,35.417362,30.962729,31.502079,33.140106,34.518448,33.459721,34.278736,34.218807,35.357437,31.821693,32.301117,33.228004,33.839268,34.572384,31.861645,32.460922,32.860443,24.450567,26.807728,26.188475,25.093792,23.311937,23.671505,25.149725,27.267176,27.886431,26.008692,20.455376,20.755016,21.114582,21.47415,20.77499,19.536482,20.155737,20.974751,24.150928,23.971144,25.049845,25.209654,24.772179,23.965151,23.172106,22.992323,22.652731,22.764595,20.914824,19.536482,19.556458,16.520115,19.176914,22.333117,19.496531,19.316746,19.736242,17.37908,18.138166,21.913622,20.894846,24.130951,20.77499,21.314341,20.834921,22.852489,20.035881,19.416626,19.526493,18.307961,18.357899,17.588829,17.08943,18.018311,15.101821,14.242855,14.31277,15.331544,14.617404,14.742253,14.832146,14.422638,12.777618,14.272818,14.252843,13.863311,12.814574,14.612411,16.490149,16.310366,19.716265,17.129379,17.269213,18.347914,18.946194,16.300377,18.707479,19.526493,27.367056,23.212059,18.081429,14.92467,14.325287,14.664938,14.275338,15.254333,13.653976,13.985636,12.397266,14.684917,12.567092,14.624979,13.27,12.14,13.431,15.92,14.63,14.4,15.63,17.215
JHMH,24.878181,25.102308,25.579798,26.008564,25.784435,25.266016,25.121798,25.949703,26.223375,26.651468,26.897774,26.995514,27.269182,27.103025,26.907551,26.392464,26.428629,26.090448,26.428629,26.826426,26.477493,26.194052,25.705357,25.558748,24.542265,24.28912,25.576342,25.537247,25.549953,25.187342,25.34861,25.646715,25.451239,25.367207,26.13323,26.310005,25.940741,25.938778,26.506422,26.7323,27.286198,27.625015,28.1465,28.018829,27.881336,27.578856,27.625994,27.524841,27.482613,27.380474,28.234886,28.25453,28.048294,27.979546,28.313456,28.821192,28.874224,28.912527,30.051743,29.511595,29.626043,29.947046,30.19397,29.779137,29.384058,28.969223,28.742052,29.097624,29.868031,30.104092,30.272987,29.848274,30.01816,30.39151,30.070507,30.687819,30.211748,29.976677,29.675428,29.947046,30.027048,30.702633,30.618681,31.05327,30.801405,30.756958,31.686321,32.363895,32.985916,34.118843,32.508739,30.624821,32.013702,31.835131,31.254774,32.470047,32.162506,30.674423,30.614899,30.079189,30.753788,30.852001,31.349022,30.545458,31.249817,31.489895,31.447235,31.577194,32.195248,32.747822,32.53949,31.815289,32.850258,33.151821,33.191628,33.302101,34.097309,33.938068,34.425743,34.664604,34.999008,34.795979,35.231899,35.556351,35.948475,35.381184,34.137119,34.306313,32.58453,33.470303,34.614838,34.107262,33.181679,35.052753,33.331963,32.723866,30.18,30.932411,31.459999,32.543999,33.448002,33.263,33.893002,33.493,34.740002,34.551998,34.634998,33.087002,34.300999,33.799999,34.205002,34.414001,33.597,32.005001,33.217999,33.702999,33.202999,32.549999
CNCR,20.606581,21.710329,22.745092,23.901072,22.7717,21.833515,21.53294,23.090014,23.227982,22.774656,22.92248,24.12182,25.524172,25.198959,24.558392,23.976954,23.740437,24.036081,25.2778,25.711414,25.435476,24.871778,22.488865,22.469154,20.752434,20.192675,24.251904,24.144487,23.98188,22.237566,22.459301,22.173508,21.759604,20.934748,22.321331,22.202087,21.020485,21.306278,22.291767,22.32626,23.129433,21.936991,23.873478,24.381004,24.132662,23.108736,23.947388,22.449446,22.446489,22.390316,23.030884,22.281912,22.262203,21.877863,21.779312,22.027655,21.22744,21.178164,23.334414,22.695818,23.375805,23.575859,23.681307,22.863352,22.961899,22.03554,21.637402,22.68399,25.471941,26.10561,26.332272,25.808977,26.667339,27.298054,26.411112,25.780399,25.031427,25.504461,24.381004,24.2726,24.650043,24.518972,24.420424,23.80942,23.815334,23.431978,24.889999,25.700001,26.559999,28.799999,27.450001,27.299999,28.98,29.349001,29.785,31.580999,30.645,29.57,29.049999,26.65,28.280001,26.549999,26.66,26.4,27.370001,28.059999,28.35,28.52,26.969999,26.549999,25.65,24.139999,25.139999,25.040001,25.049999,23.9,23.549,24.42,24.059999,24.74,25.68,24.02,24.32,24.77,24.83,23.6,22.139999,21.799999,19.959999,21.075001,21.02,20.974001,20.674999,21.455999,20.660999,20.225,17.209999,18.370001,19.469999,21.037001,20.836,20.344999,20.860001,21.275999,22.129999,21.667999,22.056,20.372999,21.389999,20.5,21.02,22.360001,21.070999,19.844999,20.552999,20.9,20.6,19.559999
XLU,44.679253,43.684174,44.172668,45.30344,45.746716,45.728619,45.974644,47.862518,47.917233,47.424744,48.117867,47.534187,46.266487,46.421532,45.846962,44.825504,45.263275,44.196217,44.925823,46.85429,45.060688,43.340675,43.920143,44.150101,44.573208,44.104103,42.338097,42.577251,43.377464,43.046341,44.113304,44.527206,45.144138,45.106983,45.34845,45.05127,45.172001,44.939819,45.41346,45.77565,46.035686,47.911659,47.846653,47.32658,47.577332,48.556499,48.013763,48.09798,48.359993,48.406784,48.378708,48.406784,48.406784,48.734299,49.969501,50.792969,50.222153,50.633884,50.195675,49.016491,48.573109,48.978748,50.271145,50.035305,50.733379,50.695648,51.412594,52.016335,51.695599,52.223881,51.648434,50.59753,50.426434,50.787647,51.472034,52.146923,52.327526,52.479614,52.764774,53.049942,53.116478,53.620274,53.106979,52.299011,50.32085,50.541512,49.246311,48.219746,47.960709,48.968086,47.855179,46.588764,48.08543,48.306095,46.953331,47.394661,48.210152,47.434135,48.855423,48.749069,48.139946,48.633041,49.996315,49.802944,48.710396,47.366459,48.826416,48.546028,47.076397,47.898232,49.507038,50.687405,51.867767,51.253201,51.009323,51.35075,51.994583,51.692184,53.184704,52.414051,52.160423,52.77499,52.970089,51.760464,51.82225,52.786839,52.117535,53.712059,52.530926,52.314388,54.007343,54.017189,53.259293,54.716026,55.572346,55.926685,52.964012,52.441078,52.381519,52.838131,52.748795,52.927471,54.148415,55.270096,55.299873,56.630009,56.709423,57.126328,57.761616,58.490002,58.169998,58.099998,58.209999,57.290001,58.099998,58.299999,57.959999,58.580002
IDU,113.330025,110.870117,112.256104,115.064812,116.184616,116.836319,115.762405,121.211548,121.248528,120.074501,121.636795,120.18544,117.097824,117.319679,115.822113,113.446304,114.44471,111.939499,114.518669,118.447502,113.307663,109.69062,111.245522,111.738998,112.819054,111.375877,107.539825,108.247452,110.398247,109.346107,112.288322,114.234299,113.591843,114.513176,115.133522,114.390968,114.616562,114.146576,115.406105,116.270844,116.740822,121.205551,121.252556,119.758041,121.42173,121.985703,121.606964,121.900513,122.411858,122.544449,122.402397,122.572853,122.516037,123.245186,126.407997,128.567017,127.203407,129.220413,126.862541,123.131546,123.026009,123.989304,127.384705,126.774284,128.576889,128.300323,130.007523,131.56218,130.846878,132.096298,131.543121,128.128616,126.764771,128.611343,130.311447,132.097961,132.568634,132.779938,133.433075,134.345551,134.422394,135.83432,134.6241,133.586746,127.122566,128.181274,125.0942,122.354424,121.82383,124.274216,121.15818,118.206169,121.727364,122.30619,118.765701,120.058411,123.106903,119.199814,123.924309,123.574265,122.271339,123.486763,127.181633,127.094131,124.497993,121.09481,124.857758,124.225739,120.56974,123.51593,126.520454,128.2901,132.459106,130.705505,130.127533,130.793686,132.282761,131.832138,135.407867,133.585693,132.929337,134.359619,134.996399,133.056702,131.3423,134.557877,132.682556,136.650299,133.432678,132.968796,137.232635,137.331345,135.525131,138.880936,141.072067,141.871552,134.636841,132.778152,132.768234,133.979095,134.098206,134.564682,137.512436,140.192215,140.212067,143.616379,143.745407,144.688293,147.338303,146.941299,147.309998,147.039993,147.360001,145.029999,147.119995,147.779999,146.809998,148.399994
VPU,97.744347,95.627556,96.81768,99.270592,100.315353,100.842278,99.815697,104.711662,104.702522,103.759651,105.123589,103.878654,101.324722,101.41626,100.16217,98.175766,99.182709,96.994911,99.091156,101.681717,98.740288,95.010757,96.330864,96.857056,97.697121,96.552414,93.413704,94.152222,96.035454,95.019981,97.734055,98.389488,99.713623,99.657745,100.039566,99.490112,99.657745,99.257271,100.291016,101.036064,101.492386,105.394501,105.36657,104.062752,105.580772,105.934654,105.755768,105.999916,106.450615,106.516335,106.460007,106.553894,106.488167,107.107887,109.924789,111.812111,110.685333,112.469391,110.459991,107.286285,107.195549,107.895622,110.913483,110.506691,111.916283,111.717613,113.183975,114.574654,113.969193,115.019295,114.697632,111.679787,110.478302,112.26741,113.793427,115.262215,115.662804,115.863091,116.34951,117.179291,117.226982,118.590851,117.494041,115.596046,111.5009,112.05835,109.319122,106.906693,106.503006,108.646332,106.060883,103.360107,106.43573,106.86824,103.773407,104.849861,106.76252,105.039162,108.283485,108.041374,106.859863,108.070435,111.343834,111.237305,109.067955,106.172249,109.406914,108.9711,105.755821,108.25444,111.004875,112.302605,116.100464,114.605743,114.087959,114.635048,115.963707,115.54361,118.728462,117.165344,116.510796,117.800369,118.464691,116.803871,115.15284,117.969688,116.305649,119.850349,116.965355,116.581352,120.391899,120.578987,119.092171,122.016556,123.769211,123.641212,118.971275,116.588875,116.707993,117.670883,117.958755,118.375679,120.897057,123.239754,123.348946,126.346802,126.307091,127.220352,129.463776,129.185837,129.600006,129.360001,129.580002,127.540001,129.419998,129.979996,129.279999,130.639999
PUI,23.807682,23.227451,23.614269,24.323439,24.553682,24.544476,24.821568,25.795145,25.73951,25.526253,25.748787,25.516983,24.728846,24.626854,24.218878,23.671824,23.949984,23.449289,23.727453,24.93404,24.177048,23.06492,23.307903,23.42005,23.56023,23.149027,22.812588,23.074266,23.61631,23.261171,23.952751,23.849947,24.45582,24.341805,24.503326,24.398813,24.474823,24.474823,24.769356,24.930876,25.044889,25.766972,25.842979,25.443933,25.785975,26.186253,26.119303,26.205381,26.291456,26.329712,26.329712,26.26276,26.119303,26.119303,26.874861,27.372187,27.094835,27.400883,27.052717,26.52227,26.290804,26.358315,27.235962,27.033424,27.399916,27.409561,27.612093,28.055742,27.959295,28.132896,28.10396,27.110584,27.074003,27.297274,27.637033,27.937967,28.102993,28.132114,28.151529,28.520409,28.384506,28.831047,28.481581,28.03504,26.802197,27.225988,26.414001,25.621584,25.494402,26.061817,25.367228,24.486761,25.367228,25.504189,24.379147,24.838943,25.504189,24.809599,25.778954,25.808393,25.464937,25.818207,26.671944,27.074282,26.603252,25.965401,26.632692,26.662132,25.63176,26.142038,26.622879,27.407053,28.129074,27.664211,27.65432,27.753229,28.010384,28.227982,28.930218,28.623608,28.35656,28.593935,28.851093,28.781858,28.297215,28.93709,28.200727,29.374929,28.320137,28.180824,29.51424,30.061537,29.61375,30.270506,30.738195,30.897409,29.424683,28.55896,28.694353,29.143326,29.66214,29.811796,30.33061,30.759628,30.869379,31.597712,31.477985,31.727413,32.345997,32.385906,32.330002,32.080002,31.99,31.450001,31.9,32.139999,31.98,32.279999
JXI,42.738537,42.005821,42.667046,43.229984,43.471237,43.542728,41.648399,45.112396,44.893097,44.920509,45.359116,45.304287,44.171223,44.381386,43.705212,43.010746,43.659515,42.937649,43.019886,44.299149,43.42194,41.50304,41.93251,42.17923,42.416798,41.877682,39.940506,39.511044,40.223774,40.031887,41.08271,41.420803,40.78117,41.804836,42.05735,41.982529,42.178925,41.87965,42.141518,42.721359,42.796181,43.88105,44.227085,43.740768,44.320602,45.087498,45.106201,45.087498,45.246487,44.993973,45.143612,45.826332,45.760868,46.583874,47.378815,48.183109,47.94931,48.482388,46.873787,46.706806,46.297184,46.944962,47.859478,47.678474,48.554886,48.297676,49.097881,49.555134,49.574184,50.183861,49.63134,48.659676,48.288151,48.11668,49.164558,49.469398,49.374134,49.564659,49.793289,49.450348,49.717075,50.193386,49.85997,49.174088,47.040226,47.988773,47.765934,47.039268,47.058647,47.765934,46.419186,44.791462,46.099453,46.428871,45.20808,45.934742,46.767982,45.808788,47.543091,47.368687,47.271801,47.46558,48.531349,48.628235,47.756245,46.826118,47.223358,46.80674,45.934742,46.971447,46.748608,48.276485,49.735523,49.193314,49.055294,49.222889,49.065155,48.503227,49.479206,49.193314,48.986286,48.907421,49.311615,49.222889,48.54266,48.936996,48.079315,49.439774,48.394783,48.394783,49.981983,49.893257,49.242607,50.376316,50.78051,51.372017,48.78912,48.98,49.490002,50.02,50.16,50.5,51.349998,51.849998,52.02,52.959999,52.93,53.18,54.150002,54.41,54.049999,54.060001,53.869999,53.150002,53.610001,53.73,53.529999,53.869999
RYU,75.408508,73.885567,74.934288,76.73082,77.013519,76.9953,77.307503,80.464783,80.510674,80.216972,81.079712,79.996696,77.592033,77.738869,76.481468,75.049667,75.600365,74.021713,74.682564,77.854843,75.094826,72.251442,72.79789,73.390656,74.057503,72.4552,70.556541,71.260437,72.899773,72.066216,74.22422,74.687309,75.550911,75.345703,76.353058,75.830727,76.175835,75.756111,76.502296,76.744797,77.015289,79.729538,79.337791,78.358421,78.684883,79.99984,79.144066,79.680092,80.17852,80.046852,79.99984,79.322723,79.228691,79.557846,81.457443,83.263016,82.501305,82.980888,82.053932,80.263771,79.420784,80.72789,82.536995,82.79274,83.53154,83.436806,84.185081,85.103851,84.582909,84.706024,83.806221,82.728088,82.241341,82.976227,84.073799,84.675079,84.302864,84.560547,84.913673,85.352707,85.257256,86.545715,85.45768,84.951851,82.248077,82.449944,81.008003,79.710266,79.296913,81.123367,78.873947,76.163109,79.027748,78.88356,77.326271,77.931877,79.19117,77.682106,80.177635,80.109657,79.26487,79.896034,82.333321,82.313889,80.692284,78.41037,80.624306,80.031982,77.924858,79.119225,81.536613,83.474709,85.549828,84.23819,83.660683,84.482895,85.59877,85.755386,88.339493,87.115952,86.489502,87.458542,87.977325,87.096382,85.863052,88.246223,87.042099,89.973442,87.723114,87.61454,90.210312,90.269539,89.114761,91.345345,93.210747,93.921379,89.904343,87.40728,87.894646,88.728714,87.765564,88.311684,90.327339,92.025261,92.164268,94.23951,94.160072,94.82534,96.840996,96.652336,96.870003,96.559998,96.739998,95.029999,96.260002,96.669998,95.980003,97.18
UPW,38.142086,36.080948,36.66531,38.999577,39.666504,40.222279,39.888813,43.101414,42.521404,42.12944,43.302185,42.189983,40.306591,40.478676,39.149788,37.658363,38.318031,36.912651,38.1077,40.822849,38.12719,34.998707,35.843201,36.246262,36.745285,36.169483,33.741558,33.923889,34.912342,34.528481,36.418999,37.407444,37.608974,37.582508,38.344181,37.524658,37.862118,37.283615,38.315262,38.787693,38.720196,42.036873,41.940453,41.140213,42.711773,43.348118,42.291798,42.688313,42.785027,43.03648,42.630287,41.817921,43.14286,43.084831,45.541298,46.972622,46.469727,47.282101,46.363342,43.584057,43.060001,43.83638,46.19463,45.398842,46.340202,47.097176,47.892967,49.086651,48.669346,49.445728,49.106056,46.514889,46.359619,46.744114,47.922451,48.983932,49.519539,50.074627,50.327824,50.95108,50.882912,51.963871,50.7271,50.464161,45.916348,45.818966,43.788578,41.909409,41.674519,43.250278,41.097061,38.953636,41.292809,41.684303,39.120022,39.805126,42.134521,39.903004,42.588943,43.197918,41.724594,42.500546,44.671246,44.072094,42.93272,40.035175,42.942539,42.549656,39.887844,40.978111,43.472939,46.112942,48.1213,46.666969,46.439423,46.538361,47.943214,47.221001,50.139542,48.714901,48.230122,49.249134,49.209564,47.656307,47.013241,49.067108,47.685078,50.508801,48.321411,47.794449,50.777252,50.876675,49.285851,51.851063,53.720284,53.958908,49.325623,46.800182,46.978001,47.787624,47.717655,48.147449,50.216484,52.065617,52.185562,54.62442,54.754356,55.394058,57.383129,57.902885,57.360001,57.09,57.209999,55.360001,57.099998,57.43,56.57,57.860001
SDP,35.110104,36.687408,35.768978,33.842266,33.303185,33.243286,32.38475,30.657698,30.258379,30.887308,30.128601,30.667679,32.304886,32.354801,33.073578,34.361374,33.672554,34.840565,33.373066,30.947203,33.373066,35.948669,34.980324,34.880493,34.411293,34.700798,37.436131,36.787239,35.399609,35.898754,33.932114,32.664276,32.444649,32.304886,32.464615,32.38475,32.344818,32.594395,31.63603,31.286625,31.456335,28.930643,28.870747,29.489691,28.421511,27.962297,28.271767,28.241821,27.962297,27.972279,28.102057,28.012211,28.002228,27.70274,26.155378,25.406656,26.05555,25.21698,25.865873,27.053846,27.622875,27.143692,26.145397,25.945736,25.506485,25.476536,24.767744,24.148802,24.458275,23.949142,24.098886,25.42662,25.656231,25.226963,24.608019,23.979092,23.80938,23.619705,23.529856,23.010742,23.020727,22.641375,23.060658,23.230368,25.42662,25.187031,26.484818,27.722706,27.87245,26.993948,28.341648,29.489691,27.922363,27.483114,29.110336,28.491394,26.963999,28.361614,26.664509,26.894119,27.572962,26.894119,25.177046,25.356741,26.514765,28.132008,26.245226,26.484818,28.201887,26.963999,25.566385,24.468256,23.390097,23.80938,24.068939,23.959124,23.230368,23.44001,22.212107,23.020727,22.711254,22.571493,22.531561,23.260317,23.469961,22.411766,23.140522,21.732924,23.000761,23.180452,21.862701,21.543247,22.102293,21.123962,20.524984,20.255444,22.012445,22.880964,22.951365,22.451988,22.5219,22.292187,21.363346,20.524391,20.474455,19.56559,19.535625,19.315901,18.646736,18.357096,18.629999,18.719999,18.65,19.139999,18.629999,18.6,18.799999,18.32
GII,41.066856,41.121342,41.57542,42.410931,42.020416,41.239403,41.250858,42.917469,42.899055,43.350235,43.819836,44.160522,43.773796,44.224976,44.197353,43.377857,43.773796,43.856667,43.120049,44.142109,44.178932,42.355797,42.429459,42.871433,42.116394,41.600761,40.17355,40.265629,41.020668,40.799683,41.462639,41.416603,42.190487,42.153015,42.752525,42.98671,42.874306,42.574547,43.230259,43.642426,43.586216,43.801666,44.166996,44.073318,44.579159,45.291073,45.750072,45.834377,45.731339,45.515892,46.068565,46.930355,46.574402,47.117702,47.670376,48.513435,48.260525,48.045074,48.455795,48.046204,47.646133,48.827286,49.5798,49.360714,49.970337,49.160679,49.636948,50.437084,50.589489,50.799049,50.475185,49.894138,49.513119,49.265457,50.218002,50.122742,49.5798,49.932232,49.951286,49.475018,50.30373,50.694271,50.418034,49.503593,49.84251,50.19133,50.908348,50.443256,50.763008,51.36375,49.396797,47.206982,48.892944,48.456921,47.23605,48.234058,48.059654,46.577168,47.72052,47.42984,48.098408,48.224373,48.689465,48.737911,48.786358,47.546108,47.507355,46.809715,47.009975,47.66835,47.95332,48.513428,49.564865,49.152153,49.161976,49.142323,49.289722,48.788574,48.336552,48.641174,48.110542,47.717484,47.86488,48.198982,47.570084,47.461994,46.125587,46.931362,45.791489,46.017502,46.587437,46.37125,45.644093,46.60709,46.410557,46.715179,44.317513,45.209999,46.16,47.23,47.799999,48.209999,48.959999,48.880001,49.419998,50.360001,50.310001,50.209999,51.119999,51.040001,51.439999,51.799999,51.98,51.529999,51.959999,51.98,51.529999,51.310001
FXU,23.729284,23.356476,23.673365,24.092777,24.213934,24.325781,24.195293,25.392109,25.485914,25.720413,25.842358,25.739172,25.166986,25.120085,24.707357,24.35091,24.651073,24.210207,24.500992,25.016905,24.470003,23.790546,24.054777,24.12084,24.498314,23.705612,23.658426,24.007593,24.611559,24.319012,25.111717,25.442011,25.366514,25.460859,25.822817,25.632311,25.679937,25.660887,25.77519,25.908543,25.994272,26.65151,26.37528,25.965693,26.308601,26.108572,26.242201,26.165556,26.232622,26.280529,26.328432,25.839804,25.887707,26.280529,26.711668,27.171556,26.855385,27.296108,26.567955,26.218365,25.919222,25.986771,26.546455,26.546455,26.787699,26.594704,26.729803,27.115791,27.028942,26.971046,26.942095,26.218365,26.234665,26.438562,26.5842,26.623039,26.613331,26.370598,26.263792,26.448271,26.448271,26.739552,26.467688,26.360886,25.186056,25.263731,25.098675,24.69088,24.593786,25.030706,24.21512,23.283022,24.21512,24.399597,23.93355,24.312214,24.855936,23.904423,24.750319,24.730801,24.789356,25.101664,25.804356,25.335892,25.101664,24.564886,24.974791,24.896711,24.52585,24.945511,25.179741,25.738157,26.42634,26.033091,25.630011,25.738157,26.141235,26.790096,27.606089,27.242332,27.055542,27.173515,27.645416,27.439871,27.193287,27.597683,27.173559,28.011944,26.907251,27.301783,27.952765,28.002081,27.558231,28.297983,28.25853,28.297983,26.700119,26.517414,27.054525,27.283297,26.805864,27.074417,27.492172,27.472281,27.880087,28.377413,28.198376,28.049177,28.626076,28.496771,28.280001,28.41,28.5,28.139999,28.16,28.559999,28.190001,28.08
IGF,36.531025,36.494064,36.77124,37.242432,37.002209,37.011456,35.533207,38.001301,37.963757,38.404865,38.686428,38.967995,38.695816,39.136929,39.09,38.423637,38.808437,38.648891,38.198395,39.099388,39.005531,37.494495,37.475719,37.944988,37.560188,36.809361,35.570496,35.626804,36.246239,36.020988,36.781204,37.147232,36.715508,37.142036,37.674812,37.855579,37.836552,37.703358,38.007797,38.407375,38.369328,38.683281,38.949665,38.797443,39.530014,39.986679,40.262581,40.31015,40.481396,40.205494,40.85244,41.518406,41.28056,41.756248,42.31757,43.06916,42.764717,43.126247,41.956039,42.522781,42.164959,43.04501,43.731644,43.518883,44.147491,43.422173,43.799339,44.427944,44.621361,44.814781,44.621361,44.070118,43.770321,43.547894,44.292549,44.273209,43.82835,44.070118,44.166828,43.692959,44.447285,44.834118,44.640701,44.524651,43.509212,43.731644,44.4086,43.91539,44.253864,44.824448,43.132046,41.207546,42.638836,42.261669,41.139851,42.058582,41.816811,40.569271,41.439648,41.352608,41.855495,42.039242,42.416405,42.542126,42.561466,41.488003,41.449318,41.381622,41.014126,41.594376,41.12051,42.219566,43.173065,42.907661,42.838852,42.927319,42.7897,42.376846,42.170418,42.337524,41.895176,41.393852,41.669086,41.963985,41.403679,41.19725,40.184769,40.863033,39.801403,40.037319,40.715584,40.460007,39.801403,40.636948,40.509155,40.597626,38.43504,39.349998,40.150002,40.950001,41.5,42.049999,42.580002,42.509998,43.119999,43.860001,43.900002,43.77,44.59,44.459999,44.82,45.18,45.169998,44.82,45.209999,45.18,44.900002,44.73
PXR,26.997351,26.550407,26.883242,27.453808,27.139996,26.588444,26.630527,26.964844,28.025097,29.056696,29.142662,29.43877,30.126505,30.77603,30.680508,29.887707,30.030985,29.677567,28.951628,30.163437,29.682056,29.913118,29.441362,29.932375,30.115299,29.268066,29.797586,29.6628,30.48115,30.14418,30.972157,29.855352,28.969603,29.557673,30.444597,31.331518,31.3508,32.45945,32.787231,33.770554,33.799477,34.127254,35.187706,33.163212,34.705681,34.503231,33.886242,34.445385,33.895885,33.500626,33.712715,32.951118,33.115005,33.221046,33.307812,33.163212,33.394577,32.719742,33.209518,33.56765,33.557968,34.738838,34.496857,34.361347,34.72916,33.935463,33.964497,34.54525,35.726124,35.784199,36.006821,35.455105,35.335751,35.783783,36.251289,36.748013,36.504517,35.988316,35.666904,35.511066,35.900658,35.238358,34.809807,35.277313,35.248096,37.084023,38.823742,39.733597,40.153526,40.753429,38.803745,36.654091,38.993713,38.993713,37.673927,37.913887,37.723919,36.12418,36.954041,36.514114,37.303989,37.473957,37.363976,37.104019,37.583942,37.114017,36.854061,36.284153,36.574104,35.654251,34.254478,33.234646,33.12466,33.694569,33.954525,35.664249,35.694248,34.814388,34.254478,34.754395,34.614418,33.444611,33.894539,35.594261,35.654251,34.344463,33.264637,32.684731,31.174974,32.734726,32.444771,33.264637,32.024837,32.434769,31.634899,32.034836,31.015001,31.284958,32.040001,32.709999,33.490002,33.939999,34.549999,34.09,34.27,483.5,,,,,,,,,,,,
